web-scraper-order,web-scraper-start-url,Año,inflacion
"1677124580-4721","https://www.datosmundial.com/america/jamaica/inflacion.php","1982","6,55 %"
"1677124580-4722","https://www.datosmundial.com/america/jamaica/inflacion.php","1981","12,74 %"
"1677124580-4723","https://www.datosmundial.com/america/jamaica/inflacion.php","1980","27,31 %"
"1677124580-4724","https://www.datosmundial.com/america/jamaica/inflacion.php","1979","29,08 %"
"1677124580-4725","https://www.datosmundial.com/america/jamaica/inflacion.php","1978","34,90 %"
"1677124580-4726","https://www.datosmundial.com/america/jamaica/inflacion.php","1977","11,19 %"
"1677124580-4727","https://www.datosmundial.com/america/jamaica/inflacion.php","1976","9,79 %"
"1677124580-4728","https://www.datosmundial.com/america/jamaica/inflacion.php","1975","17,38 %"
"1677124580-4729","https://www.datosmundial.com/america/jamaica/inflacion.php","1974","27,16 %"
"1677124580-4730","https://www.datosmundial.com/america/jamaica/inflacion.php","1973","17,68 %"
"1677124580-4731","https://www.datosmundial.com/america/jamaica/inflacion.php","1972","5,43 %"
"1677124580-4732","https://www.datosmundial.com/america/jamaica/inflacion.php","1971","5,34 %"
"1677124580-4733","https://www.datosmundial.com/america/jamaica/inflacion.php","1970","14,73 %"
"1677124580-4734","https://www.datosmundial.com/america/jamaica/inflacion.php","1969","6,30 %"
"1677124580-4735","https://www.datosmundial.com/america/jamaica/inflacion.php","1968","5,93 %"
"1677124580-4736","https://www.datosmundial.com/america/jamaica/inflacion.php","1967","3,02 %"
"1677124580-4737","https://www.datosmundial.com/america/jamaica/inflacion.php","1966","1,90 %"
"1677124580-4738","https://www.datosmundial.com/america/jamaica/inflacion.php","1965","2,63 %"
"1677124580-4739","https://www.datosmundial.com/america/jamaica/inflacion.php","1964","2,01 %"
"1677124580-4740","https://www.datosmundial.com/america/jamaica/inflacion.php","1963","1,76 %"
"1677124580-4741","https://www.datosmundial.com/america/jamaica/inflacion.php","1962","1,41 %"
"1677124580-4742","https://www.datosmundial.com/america/jamaica/inflacion.php","1961","6,70 %"
"1677124580-4743","https://www.datosmundial.com/america/jamaica/inflacion.php","1960","3,27 %"
